損害保険会計が一般企業会計と異なる大きな特色として、保険料が給付を提供することなく前受けされ、売上原価に相当する保険金が支払完了まで不明なため、どのような決算整理が必要か？,「責任準備金や支払備金の繰入れ、戻入れ」という保険会計独特の決算整理が必要です。
損害保険業は、保険引受機能と何の機能を有していることから、他の事業に比べ異質な面が多いか？,資産運用機能です。
損害保険会社は、会社法や企業会計原則の他に、主に何に準拠して会計処理をしなければならないか？,保険業法（関係法令を含む）および基礎書類（事業方法書、普通保険約款、保険料及び責任準備金の算出方法書）です。
会社法第435条第2項に基づき、株式会社が各事業年度に係る作成義務のある計算書類とは具体的に何か？,貸借対照表、損益計算書、その他株式会社の財産及び損益の状況を示すために必要かつ適当なものとして法務省令で定めるものです。
会計監査人設置会社において、計算書類及びその附属明細書は、誰の監査を受けなければならないか？,監査役（または監査等委員会、監査委員会）及び会計監査人です。
金融商品取引法第24条第1項の規定により有価証券報告書を提出しなければならない株式会社は、会社法第440条の計算書類の公告義務がどうなるか？,適用されません。
大会社であって金融商品取引法に基づき有価証券報告書を提出する義務がある会社は、会社法上、何を作成しなければならないか？,連結計算書類を作成しなければなりません。
保険会社の作成する計算関係書類の記載方法は、会社計算規則ではなく、何の定めるところによるか？,保険業法施行規則の定めるところによります。
保険業法第110条に基づき、保険会社が事業年度ごとに作成し、内閣総理大臣に提出しなければならない報告書は何か？,中間業務報告書及び業務報告書です。
上場株式会社等が、金融商品取引法第24条に基づき有価証券報告書を提出する期限はいつか？,当該事業年度経過後３か月以内です。
有価証券報告書に添付する財務諸表について、金融商品取引法第193条の2は何を義務付けているか？,公認会計士または監査法人の監査証明を受けることを義務付けています。
損害保険会社の取引は、大きく分けて「保険引受に関する取引」と何に分類されるか？,「資産運用に関する取引」です。
損害保険会計を特徴づける決算における取引で、保険契約者のために計上される主要な負債は何か？,保険契約準備金（支払備金・責任準備金）の計上です。
勘定科目：コールローン,短資業者等に対するごく短期の貸付、割引手形、銀行引受手形(BA)を処理する勘定科目です。
勘定科目：買入金銭債権,コマーシャルペーパーや住宅ローン債権信託受益権などを処理する勘定科目です。
勘定科目：有価証券,会社所有の有価証券（商品有価証券を除く）を処理する勘定科目で、国債、地方債、社債、株式、外国証券、その他の証券に区分されます。
貸付金のうち、積立保険等の保険約款に基づく貸付を処理する勘定科目は何か？,保険約款貸付です。
建設中の建物や造成中の土地に関して、完成までに支払われた工事代金等を処理する仮の勘定科目は何か？,建設仮勘定です。
共同保険の幹事会社が立替払いした非幹事会社分保険金の未回収額を処理する資産勘定は何か？,共同保険貸です。
特約再保険取引で、出再保険会社が受再保険会社に支払う再保険料の一部を担保として留保したものを、出再側では何と呼ぶか？,特約受再保険預け金です。（再保険貸に含まれる）
日本地震再保険株式会社に預託した地震保険受再保険勘定尻および運用益を処理する資産勘定は何か？,地震保険預託金です。
税効果会計において、将来の税金負担を減らす効果を持つ一時差異等に係る税金の額を計上する資産勘定は何か？,繰延税金資産です。
貸付金や未収保険料等の債権の貸倒れによる損失に備える引当額を、資産からの控除項目として処理する勘定科目は何か？,貸倒引当金です。
保険契約準備金は、保険業法に基づき計上されるが、具体的には何と何から構成されるか？,支払備金と責任準備金です。
勘定科目：支払備金,保険業法第117条等に基づき、既に発生した保険事故に係る将来の保険金支払等のために積み立てる準備金を処理する勘定科目です。
勘定科目：責任準備金,保険業法第116条等に基づき、将来の保険金や返戻金等の支払に備え、保険料や運用収益を財源として積み立てる準備金を処理する勘定科目です。
従業員の退職時に見込まれる退職金や企業年金などの退職給付債務のうち、当期末までに負担すべき金額を計上する引当金は何か？,退職給付引当金です。
株式等の価格変動により生じる損失に備えるため、保険業法第115条の規定に基づき積み立てられる負債項目は何か？,価格変動準備金です。
保証先に対して保証している債務の総額を偶発債務として負債に計上する勘定科目は何か？,支払承諾です。
資産の自己査定において、回収の危険性または価値のき損の危険性の度合いに応じて資産を分類する4段階の区分は何か？,Ⅰ分類、Ⅱ分類、Ⅲ分類、Ⅳ分類
資産の自己査定における「要注意先」とは、どのような債務者か？,貸付条件に問題がある、履行状況に問題がある、業況が低調または財務内容に問題があるなど、今後の管理に注意を要する債務者です。
資産の自己査定における「破綻懸念先」とは、どのような債務者か？,経営難の状態で、経営改善計画等の進捗が芳しくなく、今後、経営破綻に陥る可能性が大きいと認められる債務者です。
資産の自己査定における「実質破綻先」とは、どのような債務者か？,法的・形式的な経営破綻の事実は発生していないものの、深刻な経営難の状態で、再建の見通しがないなど実質的に経営破綻に陥っている債務者です。
資産の自己査定における「破綻先」とは、どのような債務者か？,破産、会社更生、取引停止処分等の事由により、法的・形式的な経営破綻の事実が発生している債務者です。
正常先および要注意先に対する債権について計上される貸倒引当金を何と呼ぶか？,一般貸倒引当金です。
破綻懸念先、実質破綻先、破綻先に対する債権について計上される貸倒引当金を何と呼ぶか？,個別貸倒引当金です。
金融商品会計基準における有価証券の保有目的区分のうち、時価の変動により利益を得ることを目的とする有価証券は何か？,売買目的有価証券です。
売買目的有価証券の評価方法と評価差額の処理方法は？,時価で評価し、評価差額は当期の損益として処理します。
金融商品会計基準における有価証券の保有目的区分のうち、満期まで保有する積極的な意思と能力に基づいて保有する債券は何か？,満期保有債券です。
満期保有債券の評価方法は何か？,償却原価法です。
売買目的有価証券、満期保有債券、子会社・関連会社株式のいずれにも該当しない有価証券の保有目的区分は何か？,その他有価証券です。
その他有価証券の評価方法と評価差額の処理方法は？,時価で評価し、評価差額は当期の損益とせず純資産の部に直接計上します。
保険会社にのみ認められている有価証券の保有目的区分で、償却原価法による評価が可能な債券は何か？,責任準備金対応債券です。
損益計算書項目：正味収入保険料,収入保険料から支払再保険料を控除した金額を処理する保険引受収益の主要項目です。
収入保険料は、_____と受再正味保険料の合計額である。,元受正味保険料
契約者から受け入れた保険料のうち、満期返戻金の原資にあたる部分を処理する収益勘定は何か？,収入積立保険料です。
