一般の事業会社と保険会社では、資金の流れにおいてどのような根本的な違いがあるか？,一般事業会社は費用が先に発生し後で資金を回収するが、保険会社は保険料を事前に収受するため資金調達の問題が少ない。
損害保険事業において、長期性の保険負債が予定利率で運用されない事態が生じた場合、何に影響を及ぼすか？,会社全体の損益および健全性に影響を及ぼす。
平成8年4月の保険業法改正（第97条）により、資産運用業務は保険会社のどのような業務として明確化されたか？,本来業務として明確化された。
保険業法改正後、損害保険会社の業績を評価する上で、保険引受損益に加えて何が重要視されるようになったか？,資産運用の損益。
資産運用の安全性と収益性の関係は何か？,トレードオフの関係にある。
保険負債の評価を専門とするアクチュアリーが、資産運用との関係で意識すべきことは何か？,予定利率等の設定水準が会社の損益や健全性に影響すること。
保険契約準備金（除く払戻積立金および契約者配当準備金）に対応する資産の運用で求められる2つの重要な要素は何か？,支払に支障をきたさない安全性と、突発的な支払に備えた流動性の確保。
払戻積立金および契約者配当準備金に対応する資産の運用で求められることは何か？,予定利率の確保を考慮した安全性・確実性を優先しつつ、契約者への還元を意識した収益性への配慮。
払戻積立金などキャッシュフローがある程度予測可能な負債に対応する資産の管理において重要となる手法は何か？,資産と負債の管理（ALM：Asset Liability Management）。
純資産に対応する資産は、どのようなリスクが発現した場合の支払いに備える必要があるか？,異常危険準備金でカバーしていない保険引受リスクや資産運用リスク、その他のリスク。
損害保険会社の資産運用における基本方針の3つの要素は何か？,「安全性」、「収益性」、「流動性」。
資産運用の基本方針における「流動性」とは何を意味するか？,保険金等の支払に備えて適宜換金できる資産を確保すること。
投資先の決定が保険営業をサポートする目的で行われる投資を何と呼ぶか？,営業関連投資（または政策投資）。
営業関連投資に対して、純粋に収益の拡大を求める投資を何と呼ぶか？,純投資。
積立勘定の導入は、従来のインカム利回り志向からどのような志向への変化を促したか？,売却損益等も加えた総合利回り志向への変化。
全体勘定（総資産）から積立勘定を除いたものを何と呼ぶか？,合同勘定（または一般勘定）。
債券や株式等の売買差損益や評価損益を総称して何と呼ぶか？,キャピタル損益。
債券の受取利息や株式の配当などを総称して何と呼ぶか？,インカムゲイン。
保有資産の時価額が帳簿価額を上回っている状態を何というか？,含み益。
「その他有価証券」に区分される有価証券の含み損益の増減は、会計上どこに反映されるか？,損益計算書の当期純利益には反映されず、純資産に反映される。
経済価値ベースで見た場合、運用資産の含み損益の増減は何の増減を意味するか？,実質的な純資産の増減、すなわちソルベンシーの増減。
貸付金が回収不能と見込まれる場合に計上される損失は何か？,貸倒引当金繰入額。
金利スワップや為替予約といったデリバティブ取引により損益の変動を抑制する行為を何と呼ぶか？,ヘッジ取引。
保険会社の資産は保険金等の支払の原資であるため、その健全性確保のために何によって運用方法が制限されているか？,保険業法、保険業法施行令、保険業法施行規則等。
保険会社の資産運用方法を具体的に定めている法令は何か？,保険業法施行規則第47条。
保険業法が同一人に対する運用額の上限規制を設けている目的は何か？,特定の債務者への運用対象の偏りによる多額の損失リスクを防ぎ、保険事業の運営への支障を回避するため。
同一人に対する社債、株式、貸付金等の合計額の与信上限割合（合同勘定・積立勘定）は総資産の何%か？,10%。
同一人に対する貸付金、債務の保証等の合計額の与信上限割合（総資産）は総資産の何%か？,3%。
保険業法施行規則第49条が規定している、信託を利用した資産運用に関するルールは何か？,信託を利用しても資産運用方法の制限や運用額の制限を免れることはできない（脱法行為の禁止）。
保険会社またはその子会社は、国内の会社の議決権を何%を超えて取得・保有することが禁止されているか？,10%。
保険業法において、保険会社が行うことのできる業務は「固有業務」の他に何があるか？,「付随業務（第98条）」と「法定他業（第99条）」。
保険会社の固有業務に関連性・親近性があり、従たる限度で行われる業務を何と呼ぶか？,付随業務。
保険業法第98条に規定される付随業務のうち、資産運用関連で実際に行われている業務の例を2つ挙げよ。,債務の保証（第2号）とデリバティブ取引（第6号）。
保険会社のノウハウを活用し、固有業務の遂行を妨げない限度で行うことができる他業を何と呼ぶか？,法定他業。
総資産のうち、預貯金、有価証券、貸付金、土地・建物の合計を何と呼ぶか？,運用資産。
償還まで一定の利息が支払われる債券を何というか？,固定利付債。
債券の利回りは、発行体の信用度が低いほどどうなるか？,高くなる（上乗せ金利が必要となる）。
発行体がデフォルトした場合に、元利金が予定通り支払われないリスクを何というか？,信用リスク。
株式は、発行体がデフォルトした場合、社債等の一般債務と比べて弁済順位はどうなるか？,一般債務に劣後する。
貸付金が他の資産と比べて持つ特徴的な利点は何か？,相対取引であるため、期間・金利等の諸条件を個別に自由に設定できる点。
保険会社が突発的な資金需要に備えて、資産の一部をどのような形で保有することが一般的か？,短期運用の形で保有する。
あらかじめ定めた投資戦略に基づいた運用を外部に委託する投資形態は何か？,投資信託。
特定のベンチマークを用いず、ファンドマネージャーのスキルにより絶対的な収益を目指す投資信託を何と呼ぶか？,ヘッジファンド。
投資用不動産が持つ、物価動向に応じて賃料を見直すことで得られる機能は何か？,インフレヘッジ機能。
損害保険会社がデリバティブ取引を利用する主な目的は何か？,主に資産や負債の価格変動リスクや金利変動リスクのヘッジのため。
将来の特定時期に、特定の商品を、特定の価格で購入または売却することを約束する取引は何か？,先物（フューチャー）取引。
将来、特定の商品を特定の価格で購入または売却する「権利」を売買する取引は何か？,オプション取引。
同一通貨の変動金利と固定金利などを相互に定期的に交換する取引は何か？,金利スワップ。
保険料以外の方法で外部から資金を取り入れることを何というか？,資金調達。
保有する有価証券を貸し出す代わりに、金銭を担保として受け取る短期の資金調達手段は何か？,レポ取引。
割引形式で発行される無担保の約束手形で、短期的な資金調達手段となるものは何か？,コマーシャルペーパー（CP）。
地震等の有事の際の緊急的な資金調達手段として、あらかじめ定めた条件で融資を受けられることを約す契約は何か？,コミットメントライン。
社債に、株式をあらかじめ定めた価格で取得できる権利を付して発行するものは何か？,新株予約権付社債。
破綻等の劣後状態が生じた場合に、他の債権者への支払いが完了した後に支払請求権の効力が発生する特約が付いた債務は何か？,劣後債務。
劣後債務の取り入れは、ソルベンシーマージン比率の観点からどのような効果があるか？,一定の条件の範囲内でソルベンシーマージン（支払余力）に算入され、健全性の向上に寄与する。
積立保険の責任準備金に相当する財産を他の財産と区分して管理・運用するために設置された勘定は何か？,積立勘定。
積立勘定に属する財産の種類として、事業方法書で除外されていることが多いものは何か？,株式および（公社債投信以外の）証券投資信託。
積立勘定に属する財産の評価方法として、事業方法書で一般的に定められている方法は何か？,原価法。
保険業法施行規則では、原則として積立勘定と他の勘定との間での財産の振り替えを_____している。,禁止
積立勘定の運用益の範囲に含まれるものの例を3つ挙げよ。,利息、償還損益、売却損益、為替差損益など。
積立勘定資産の運用における基本原則は何か？,安全性を維持しながら、収益性を高めていくこと。
積立勘定資産の収益評価は、インカムゲインに何を含めたベースで行うか？,売却損益等のキャピタル損益を含めた実現利回りベース。
積立勘定の運用において、資産側の状況（運用環境等）を踏まえて負債側の何を考えなければならないか？,積立保険の予定利率設定や販売政策。
資産運用においてリスクを取ることがリターンの源泉である、という考え方の基盤となる理論は何か？,現代投資理論（MPT：Modern Portfolio Theory）。
ALMの目的は何か？,資産（投資行動）・負債（保険引受）の両面から、リスク・収益・キャッシュフローを適切にコントロールすること。
IAISのALM基準によると、ALMは何を調和させるための事業経営の実践と定義されているか？,資産と負債に対して行われる決定と行動。
「保険会社向けの総合的な監督指針」では、資産負債管理は何に基づいて行われるべきとされているか？,経済価値（市場価格に整合的な評価や原則に基づく将来キャッシュフローの現在価値）。
資産運用に関連するリスクのうち、金利、為替、株価などの市場変動に伴うリスクを総称して何というか？,市場リスク。
債務不履行により損失を被るリスクを何というか？,信用リスク。
資産の換金や資金調達を不利な条件で行わなければならないことにより損失が発生するリスクは何か？,流動性リスク。
イールドカーブが1ベーシスポイント変動した場合の債券等の現在価値の変動額を示す指標は何か？,BPV（Basis Point Value）。
債券等から発生する「キャッシュフローの加重平均残存期間」として定義される金利感応度指標は何か？,デュレーション。
あるポートフォリオについて、ある期間内に、ある確率の範囲内で起こりうる最大の損失額を表したリスク指標は何か？,VaR（Value at Risk）。
VaRの計算方法を3つ挙げよ。,分散・共分散法、ヒストリカル・シミュレーション法、モンテカルロ・シミュレーション法。
信用リスクにおける期待損失額を計算する式は何か？,期待損失額 ＝ 与信額 × デフォルト率 ×（１－回収率）。
過去に発生したイベント等に基づいたストレスシナリオを設定し、財務状況への影響を確認する分析手法は何か？,ストレステスト。
複数のリスク・リターンの異なる資産を組み合わせることで、リスクあたりの期待リターンを高める効果を何というか？,分散投資によるポートフォリオ効果。
