損害保険事業の基本原則であり、保険料総額と支払保険金総額が等しくなるべきとする原則を何というか？,収支相等の原則
一見偶然と思われる事象も、大量に観察すればそこに一定の法則が見られるという、損害保険の成立基盤となる原理は何か？,大数の法則
大数の法則を数式で表現すると、確率pの事象がn回の試行でr回起こる場合、`lim_{n \to \infty} P(|r/n - p| < \epsilon)`はどうなるか？,1になる。
収支相等の原則において、保険集団の構成員が支払う_____の総額は、支払われる保険金の総額に等しくなければならない。,保険料
保険料率の要件に関する法的規制として、特に米国の各州保険法で定められている三つの原則を総称して何と呼ぶか？,料率の三原則
料率の三原則の一つで、保険会社間の無責任な料率競争を防止し、支払不能を回避するために設けられた規制は何か？,低すぎないこと (Adequacy)
料率の三原則の一つで、保険購入者が不当に高い保険料率を課せられないように保護するための規制は何か？,高すぎないこと (Not Excessiveness)
料率の三原則の一つで、予定ロスおよび経費に明らかな差異がないにもかかわらず料率に較差を設けることを禁止する原則は何か？,不当に差別的でないこと (Not Unfairly Discriminatory)
日本の保険業法第5条および料団法第8条で定められている、料率の要件とは何か？,合理的かつ妥当で不当に差別的でないこと。
料率のAdequacy原則が守られない場合、保険会社にどのようなリスクが生じるか？,不十分な料率が長期間継続すると、確実に支払不能に陥るリスク。
米国の定義によれば、どのような状況下であれば料率は「高すぎない」と判断されるか？,料率が相当高い利潤を生むものであっても、適度な競争関係が存在する限りにおいては高すぎるとはいえない。
傷害保険で職種によって料率が異なることは、「不当に差別的でない」原則に違反するか？,違反しない。危険度を正確に反映した合理的な理由のある差別（区別）は認められている。
保険事業を営む観点から、保険料率が常に変動したり急激に変化したりすることを避けるべきとする要件は何か？,適度に安定していること（安定性）。
料率の安定性を高めるために、一度に所定割合を超えた料率の引き上げを行わない措置を何というか？,激変緩和
保険事業を営む観点から、危険度の増減に料率が迅速に対応できるべきとする要件は何か？,適度に対応可能なほど即応性があること（即応性）。
料率の即応性を高めるために、過去のトレンドに基づき将来の事故頻度や平均損害額を予測するために用いられるものは何か？,トレンドファクター
保険事業を営む観点から、保険料率体系が保険契約者の防災努力を促すように工夫されるべきとする要件は何か？,ロスコントロールを促進するものであること。
自動車保険において、契約者の事故歴に基づき翌年度の適用料率に割引・割増を課す料率体系を何というか？,メリット・デメリット料率体系
企業保険分野で、契約者の防災対策努力が事故発生や被害額の低減効果があると認められる場合に料率の割引を行う制度は何か？,スケジュール料率制度
実績ロスが予定ロスと完全に一致しない理由として、料率算定者が絶対的な確信を持てないことから、料率に含められるものは何か？,不測の事態に対する見積り（安全割増）。
保険事業を営む観点から、代理店や保険購入者にとって料率適用が容易であるべきとする要件は何か？,簡素で、かつ容易に理解されるものであること（簡明性）。
損害保険の原価は保険期間が終了するまで確定しないという特殊性から、なぜ保険料率の規制が必要とされるのか？,過度の料率引下げ競争や不健全な過当競争を防ぎ、保険会社の支払能力を確保するため。
料率規制の諸方式のうち、政府当局が料率を定めて全ての保険会社に遵守を義務付ける、最も厳しい方式は何か？,国（州）定料率制度
料率規制の諸方式のうち、保険会社が料率を当局に申請し、認可を得てから使用できる方式は何か？,事前認可制度
料率改定の際、一定の幅の範囲内では自由に行えるが、それを超える場合は事前認可が必要となる制度を何というか？,フレックス・レーティング・システム
料率規制の諸方式のうち、保険会社が料率を当局に届け出た後、直ちに実施できる（認可不要な）制度は何か？,ファイル・アンド・ユース制度
料率規制の諸方式のうち、料率を使用した後、一定期間内に当局に届け出る義務がある制度は何か？,ユース・アンド・ファイル制度
料率規制の諸方式のうち、当局への届出や認可が一切不要で、保険会社が定めた料率が直ちに使用可能となる制度は何か？,届出不要制度
事前規制が緩和された国々でも、事後規制として保険監督当局が検査する項目には何が含まれるか？,財務内容の状況等とともに、契約者保護等のために保険会社が使用している料率や約款も対象となる。
日本の損害保険料率の算定方法のうち、料率団体が算出した参考純率と各保険会社が独自の付加率により算定する料率を何というか？,② 料率団体が算出した参考純率と各保険会社が独自の付加率により算定する料率
保険の目的およびリスク区分別に一定の範囲で料率を定め、その範囲内で適用料率を定める料率の分類は何か？,幅料率、範囲料率
日本で保険業を行うためには、誰の免許が必要か？,内閣総理大臣の免許
保険業免許の申請時に添付が必要な4種類の書類「定款、事業方法書、普通保険約款、保険料及び責任準備金の算出方法書」を総称して何と呼ぶか？,基礎書類
基礎書類の内容を変更する場合、原則としてどのような手続きが必要か？,金融庁長官の認可を受ける必要がある。
基礎書類のうち、保険料の算出方法や責任準備金の算出方法を記載する書類は何か？,保険料及び責任準備金の算出方法書（算方書）
2006年度の保険業法施行規則改正により、算方書への記載が求められるのは純保険料と付加保険料のうちどちらか？,純保険料のみ。
保険業法第5条第1項第4号に規定されている、算方書の審査基準（料率の三原則）を答えよ。,イ）保険数理に基づき、合理的かつ妥当であること。ロ）特定の者に対して不当な差別的取扱いをするものでないこと。
日本の料率規制において、各会社が算出した料率を金融庁長官に届け出て、一定期間内に異議がなければ使用できる制度は何か？,ファイル・アンド・ユース
日本の料率規制において、保険業法第123条で規定され、認可制度の枠外で金融庁長官への届出を要する制度は何か？,届出制
平成10年7月1日の「損害保険料率算出団体に関する法律」（料団法）改正で導入された、遵守義務のない純保険料率の制度は何か？,参考純率制度
料団法第1条に定められている、料団法の目的は何か？,公正な保険料率算出の基礎とし得る参考純率等を算出する料率団体の適切な運営を確保し、損害保険事業の健全な発達と保険契約者等の利益の保護を図ること。
「参考純率」とは、料団法第2条でどのように定義されているか？,会員による保険料率算出の基礎とし得るものとして、料率団体が算出した純保険料率。
参考純率の対象となっている保険種目を3つ挙げよ。,火災保険、傷害保険、自動車保険、医療費用保険、介護費用保険の中から3つ。
料率団体が算出し、保険業法上の認可または届出があったものとみなされる保険料率を何というか？,基準料率
基準料率制度の対象となっている保険種目は何か？（2つ）,自動車損害賠償責任保険（自賠責保険）と地震保険。
純保険料率のみで構成される参考純率に対し、基準料率は何から構成されているか？,純保険料率と付加保険料率。
料団法第8条は、参考純率及び基準料率が満たすべき原則をどのように規定しているか？,合理的かつ妥当なものでなければならず、また、不当に差別的なものであつてはならない。
内閣府令第5条によれば、参考純率または基準料率が「合理的」であるための要件は何か？（2つ）,基礎資料が客観性・精度・量において十分であること、および算出方法が保険数理に基づく科学的方法であること。
内閣府令第5条によれば、参考純率が「妥当」であるための要件は何か？,将来の保険金の支払に充てられる部分として過不足が生じないと認められるものであること。
