元受保険契約に基づき保険会社が負う保険責任の全部または一部を、他の保険会社へ転嫁することを何というか？,再保険
受再保険契約がさらに新たに出再されることを特に何と呼ぶか？,再々保険
法制上、再保険は元受保険会社の契約者への損害てん補を保険の目的とする何の保険と位置づけられているか？,損害保険
再保険契約の両当事者が、すべての重要な事実を相互に明らかにする義務があるというルールを何というか？,Utmost Good Faith（最高の信義誠実）
元受会社の保険金支払の運命は、引き受けた責任の範囲内で再保険者に分担されるというルールを何というか？,Follow The Fortune（運命共同）
再保険の目的と機能として挙げられる「保険会社の事業成績の安定化」の具体的な方法を2つ挙げよ。,ポートフォリオの大数化・平準化と、異常損害に対するプロテクション。
再保険の目的と機能のうち、自己の勘定のみで負担するには過大なリスクの引受けを可能にするものは何か？,元受保険会社の引受能力（キャパシティ）の補完
再保険を契約手続面で分類した場合の2つの種類は何か？,任意再保険 (facultative reinsurance) と特約再保険 (treaty reinsurance)。
再保険条件等の取引内容を個々の元受契約について個別に取り決める再保険を_____という。,任意再保険
複数の元受契約について再保険条件をあらかじめ包括して取り決める再保険を_____という。,特約再保険
任意再保険と特約再保険のうち、歴史的に見て最も古い再保険形態はどちらか？,任意再保険
特約再保険において、出再会社が定期的に再保険会社に提出していた、出再された契約を明らかにするための報告書を何というか？,再保険報告書 (bordereaux)
任意再保険と特約再保険の比較において、事務コストが割高なのはどちらか？,任意再保険
任意再保険と特約再保険の比較において、再保険者がリスクを選択して引き受けられるのはどちらか？,任意再insurance
特約再保険の成績を安定させるために、特定の高リスクな契約を個別に出再する際に利用される再保険は何か？,任意再保険
再保険を責任分担方法により分類した場合の大きな2つの種類は何か？,割合再保険 (proportional reinsurance) と非割合再保険 (non-proportional reinsurance)。
割合再保険に分類される再保険の種類を2つ挙げよ。,比例再保険 (quota share reinsurance) と超過額再保険 (surplus reinsurance)。
非割合再保険に分類される再保険の種類を2つ挙げよ。,超過損害額再保険 (excess of loss cover) とストップロス再保険 (stop loss cover)。
対象となるすべての契約を、保険金額やリスクの内容に関係なく、一定の割合で出再する再保険方式は何か？,比例再保険 (quota share reinsurance)
比例再保険の特徴として、事務処理上の利点は何か？,約定割合によって保有・出再を行うため、きわめて簡便であること。
出再会社があらかじめ定められた保有規定に基づいて保有額を決定し、それを超過する部分を出再する方式は何か？,超過額再保険 (surplus reinsurance)
超過額再保険において、再保険会社が負担する責任の限度を元受会社の保有額の倍数で示したものを何というか？,ライン (line)
比例再保険と超過額再保険の比較において、自己の判断で保有・出再の割合を決定できるのはどちらか？,超過額再保険
比例再保険と超過額再保険の比較において、出再されたリスクの総体と保有リスクの総体が同質となり、再保険者にとって安定的なのはどちらか？,比例再保険
成績の良否のわからない新しい種目や、総保険料の小さい成績の不安定な種目に適用されることが多い再保険は、比例再保険と超過額再保険のどちらか？,比例再保険
損害額があらかじめ定めた一定額を超過する場合、その超過部分を再保険金として回収する非割合再保険は何か？,超過損害額再保険 (excess of loss cover: ELC)
超過損害額再保険において、再保険責任が発動する損害額の基準点を何というか？,エクセスポイント (excess point)
超過損害額再保険において、再保険者の再保険責任の発動点を段階的に設定し区切ったものを何というか？,レイヤー (layer)
超過損害額再保険でレイヤーを分ける主な趣旨は何か？,再保険者の引受能力と再保険料率との関係から、引受を容易にし、再保険料を低くするため。
エクセスポイントが低く、再保険金の回収頻度が高いELCを特に何と呼ぶか？,working cover
地震や風水災などの異常災害をカバーする、エクセスポイントが高く再保険金の回収頻度が低いELCを特に何と呼ぶか？,catastrophe cover
超過額再保険と超過損害額再保険の比較において、個々の契約ごとに出再事務を要するため事務コストが高いのはどちらか？,超過額再保険
超過額再保険と超過損害額再保険の比較において、1事故で同時に損害を被る他契約の把握が困難な場合に有効なのはどちらか？,超過損害額再保険
超過損害額再保険において、エクセスポイント以下の小損害が多発した場合、出再会社の保有損害率はどうなるか？,再保険金の回収ができないため、保有損害率は悪化する。
対象とする契約集団の年間累計損害額（または損害率）が、あらかじめ定められた一定額（または一定率）を超過する場合、その超過損害額を回収する再保険は何か？,ストップロス再保険
生命保険の再保険も、法制上は_____の一種である。,損害保険
生命再保険において、死亡危険を中心とした保険給付を対象とし、元受保険金額から責任準備金を差し引いた金額をベースとする方式は何か？,危険保険料式再保険
生命再保険において、受再者が元受契約の条件と全く同じ内容（as original）で再保険責任を負う方式は何か？,共同保険式再保険
共同保険式再保険において、受再者が負担するリスクには死差損益リスク以外にどのようなものがあるか？,費差損益リスク、利差損益リスク等。
共同保険式再保険から受再者の利差損益リスクを除去した方式で、出再者が保険料積立金を留保し運用責任も負うものは何か？,修正共同保険式再保険
主に自己資本の調達を目的として行われ、ソルベンシー・マージン比率の向上を果たすことができる生命再保険を何というか？,財務再保険
財務再保険において、受再者は出再ポートフォリオから生じる将来収益に相当する金額を、契約締結時に何として出再者に支払うか？,初年度コミッション
日本の保険業法施行規則では、財務再保険に付して収受した手数料は、何として積み立てることが義務付けられているか？,責任準備金
保険引受損益の安定化に資する点で再保険と共通した機能を持つ制度で、内部留保によって資産の社外流出を回避できるものは何か？,異常危険準備金制度
再保険と異常危険準備金の比較において、元受保険金支払による資金流出を軽減できるのはどちらか？,再保険
再保険と異常危険準備金の比較において、運用収益が期待できるのはどちらか？,異常危険準備金
再保険の短所として、マーケットの動向によってはカバーの購入が困難になったり、_____が高騰する場合がある。,再保険料
異常危険準備金の短所として、十分な残高を積み立てるまでに_____が必要になる点が挙げられる。,相当の年数
従来の（再）保険の代替的リスク移転手段をアルファベット3文字で何というか？,ART (Alternative Risk Transfer)
ARTの特徴として挙げられるものを2つ述べよ。,例：①特定ニーズに対応するオーダーメード型、②複数年契約、複数リスク包括契約の形態、③リスクの時間分散・ポートフォリオ分散、④資本市場へのリスク移転。
親会社のリスクを引き受ける保険子会社として、タックスヘイブンなどに設立されるものを何というか？,キャプティブ (captive)
再保険会社が純粋に負担するリスクが限定（ファイナイト）されている、複数年契約の再保険を何というか？,ファイナイト再保険 (finite reinsurance)
ファイナイト再保険の一種で、既にクレームが発生し支払備金を積み立ててある契約を再保険する方式は何か？,Loss Portfolio Transfer
Loss Portfolio Transferで再保険会社が主に負担しているリスクは何か？,タイミング・リスク
ファイナイト再保険の一種で、過去引き受けた契約について一定額以上の損害を再保険する方式は何か？,Retrospective Excess of Loss Covers
ファイナイト再保険の一種で、未経過保険料の一定割合を再保険し、財務指標の改善を目的とする方式は何か？,Financial Quota Share Reinsurance
ファイナイト再保険の一種で、将来発生する損害のうち一定額を超える部分を再保険し、時間分散を図る目的で利用される方式は何か？,Prospective Excess of Loss Covers
火災、傷害、賠責といった個別リスクを一つの再保険契約に包括し、複数年で締結する方式を何というか？,複数年・複数リスク包括契約 (multi-year/multi-line products: MMP)
